District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Yield_KG_HA
Gicumbi,Sweet potatoes,2021,Season A,632.0,17.820165745856354,8849.32
Gicumbi,Sweet potatoes,2021,Season B,518.4,17.424728260869564,7022.61
Gicumbi,Wheat,2015,Season A,859.6,17.583977900552487,721.74
Gicumbi,Wheat,2015,Season B,540.6,17.42146739130435,870.04
Gicumbi,Wheat,2016,Season A,759.9,17.959615384615386,648.86
Gicumbi,Wheat,2016,Season B,498.9,17.965760869565216,805.59
Gicumbi,Wheat,2017,Season A,385.4,17.99779005524862,503.17
Gicumbi,Wheat,2017,Season B,328.3,17.732608695652175,716.59
Gicumbi,Wheat,2018,Season A,552.5,17.698066298342543,578.07
Gicumbi,Wheat,2018,Season B,586.4,17.06086956521739,920.36
Gicumbi,Wheat,2019,Season A,859.1999999999999,17.73756906077348,702.5
Gicumbi,Wheat,2019,Season B,483.9,17.772554347826087,791.68
Gicumbi,Wheat,2020,Season A,841.6999999999999,17.802197802197803,686.74
Gicumbi,Wheat,2020,Season B,565.0,17.934782608695652,863.24
Gicumbi,Wheat,2021,Season A,632.0,17.820165745856354,622.51
Gicumbi,Wheat,2021,Season B,518.4,17.424728260869564,854.26
Gicumbi,Yams & Taro,2015,Season A,859.6,17.583977900552487,7379.33
Gicumbi,Yams & Taro,2015,Season B,540.6,17.42146739130435,7645.63
Gicumbi,Yams & Taro,2016,Season A,759.9,17.959615384615386,6549.52
Gicumbi,Yams & Taro,2016,Season B,498.9,17.965760869565216,7112.78
Gicumbi,Yams & Taro,2017,Season A,385.4,17.99779005524862,5054.0
Gicumbi,Yams & Taro,2017,Season B,328.3,17.732608695652175,6279.35
Gicumbi,Yams & Taro,2018,Season A,552.5,17.698066298342543,5908.63
Gicumbi,Yams & Taro,2018,Season B,586.4,17.06086956521739,8354.2
Gicumbi,Yams & Taro,2019,Season A,859.1999999999999,17.73756906077348,7238.79
Gicumbi,Yams & Taro,2019,Season B,483.9,17.772554347826087,7244.94
Gicumbi,Yams & Taro,2020,Season A,841.6999999999999,17.802197802197803,6968.03
Gicumbi,Yams & Taro,2020,Season B,565.0,17.934782608695652,7658.42
Gicumbi,Yams & Taro,2021,Season A,632.0,17.820165745856354,6326.16
Gicumbi,Yams & Taro,2021,Season B,518.4,17.424728260869564,7659.1
Gisagara,Banana for beer,2015,Season A,424.2,20.2207182320442,8197.94
Gisagara,Banana for beer,2015,Season B,307.5,20.100815217391304,9174.93
Gisagara,Banana for beer,2016,Season A,406.2,20.50494505494505,7883.47
Gisagara,Banana for beer,2016,Season B,273.7,20.38451086956522,8614.98
Gisagara,Banana for beer,2017,Season A,425.2,20.831491712707184,7789.03
Gisagara,Banana for beer,2017,Season B,307.5,20.61603260869565,8863.05
Gisagara,Banana for beer,2018,Season A,488.8,20.381767955801102,8366.24
Gisagara,Banana for beer,2018,Season B,522.5,19.725271739130434,11647.34
Gisagara,Banana for beer,2019,Season A,735.5,20.47513812154696,9873.99
Gisagara,Banana for beer,2019,Season B,355.5,20.47445652173913,9239.86
Gisagara,Banana for beer,2020,Season A,669.5,20.662087912087912,9304.26
Gisagara,Banana for beer,2020,Season B,462.0,20.785326086956523,10171.66
Gisagara,Banana for beer,2021,Season A,570.0,20.552486187845304,9009.43
Gisagara,Banana for beer,2021,Season B,428.5,20.03125,10251.57
Gisagara,Bananas,2015,Season A,424.2,20.2207182320442,7324.01
Gisagara,Bananas,2015,Season B,307.5,20.100815217391304,10232.6
Gisagara,Bananas,2016,Season A,406.2,20.50494505494505,7035.55
Gisagara,Bananas,2016,Season B,273.7,20.38451086956522,9367.46
Gisagara,Bananas,2017,Season A,425.2,20.831491712707184,7073.57
Gisagara,Bananas,2017,Season B,307.5,20.61603260869565,9794.26
Gisagara,Bananas,2018,Season A,488.8,20.381767955801102,7446.5
Gisagara,Bananas,2018,Season B,522.5,19.725271739130434,12904.47
Gisagara,Bananas,2019,Season A,735.5,20.47513812154696,8856.18
Gisagara,Bananas,2019,Season B,355.5,20.47445652173913,10288.96
Gisagara,Bananas,2020,Season A,669.5,20.662087912087912,8452.36
Gisagara,Bananas,2020,Season B,462.0,20.785326086956523,11094.98
Gisagara,Bananas,2021,Season A,570.0,20.552486187845304,7990.15
Gisagara,Bananas,2021,Season B,428.5,20.03125,11542.65
Gisagara,Beans,2015,Season B,307.5,20.100815217391304,541.38
Gisagara,Beans,2016,Season B,273.7,20.38451086956522,507.43
Gisagara,Beans,2017,Season B,307.5,20.61603260869565,521.97
Gisagara,Beans,2018,Season B,522.5,19.725271739130434,686.0
Gisagara,Beans,2019,Season B,355.5,20.47445652173913,555.3
Gisagara,Beans,2020,Season B,462.0,20.785326086956523,594.2
Gisagara,Beans,2021,Season B,428.5,20.03125,613.37
Gisagara,Bush bean,2015,Season A,424.2,20.2207182320442,526.81
Gisagara,Bush bean,2015,Season B,307.5,20.100815217391304,520.22
Gisagara,Bush bean,2016,Season A,406.2,20.50494505494505,505.36
Gisagara,Bush bean,2016,Season B,273.7,20.38451086956522,488.42
Gisagara,Bush bean,2017,Season A,425.2,20.831491712707184,493.66
Gisagara,Bush bean,2017,Season B,307.5,20.61603260869565,499.11
Gisagara,Bush bean,2018,Season A,488.8,20.381767955801102,528.37
Gisagara,Bush bean,2018,Season B,522.5,19.725271739130434,648.42
Gisagara,Bush bean,2019,Season A,735.5,20.47513812154696,621.01
Gisagara,Bush bean,2019,Season B,355.5,20.47445652173913,529.36
Gisagara,Bush bean,2020,Season A,669.5,20.662087912087912,599.19
Gisagara,Bush bean,2020,Season B,462.0,20.785326086956523,566.93
Gisagara,Bush bean,2021,Season A,570.0,20.552486187845304,556.43
Gisagara,Bush bean,2021,Season B,428.5,20.03125,591.4
Gisagara,Cassava,2015,Season A,424.2,20.2207182320442,14571.52
Gisagara,Cassava,2015,Season B,307.5,20.100815217391304,15369.95
Gisagara,Cassava,2016,Season A,406.2,20.50494505494505,13926.94
Gisagara,Cassava,2016,Season B,273.7,20.38451086956522,14385.05
Gisagara,Cassava,2017,Season A,425.2,20.831491712707184,14049.27
Gisagara,Cassava,2017,Season B,307.5,20.61603260869565,14679.28
Gisagara,Cassava,2018,Season A,488.8,20.381767955801102,15333.08
Gisagara,Cassava,2018,Season B,522.5,19.725271739130434,19181.79
Gisagara,Cassava,2019,Season A,735.5,20.47513812154696,17960.66
Gisagara,Cassava,2019,Season B,355.5,20.47445652173913,15442.49
Gisagara,Cassava,2020,Season A,669.5,20.662087912087912,17206.55
Gisagara,Cassava,2020,Season B,462.0,20.785326086956523,16564.86
Gisagara,Cassava,2021,Season A,570.0,20.552486187845304,16044.71
Gisagara,Cassava,2021,Season B,428.5,20.03125,17440.98
Gisagara,Climbing bean,2015,Season A,424.2,20.2207182320442,547.99
Gisagara,Climbing bean,2015,Season B,307.5,20.100815217391304,735.76
Gisagara,Climbing bean,2016,Season A,406.2,20.50494505494505,541.93
Gisagara,Climbing bean,2016,Season B,273.7,20.38451086956522,684.04
Gisagara,Climbing bean,2017,Season A,425.2,20.831491712707184,517.8
Gisagara,Climbing bean,2017,Season B,307.5,20.61603260869565,714.34
Gisagara,Climbing bean,2018,Season A,488.8,20.381767955801102,568.46
Gisagara,Climbing bean,2018,Season B,522.5,19.725271739130434,938.92
Gisagara,Climbing bean,2019,Season A,735.5,20.47513812154696,680.87
Gisagara,Climbing bean,2019,Season B,355.5,20.47445652173913,762.91
Gisagara,Climbing bean,2020,Season A,669.5,20.662087912087912,630.07
Gisagara,Climbing bean,2020,Season B,462.0,20.785326086956523,825.19
Gisagara,Climbing bean,2021,Season A,570.0,20.552486187845304,604.36
Gisagara,Climbing bean,2021,Season B,428.5,20.03125,843.05
Gisagara,Cooking Banana,2015,Season A,424.2,20.2207182320442,6168.3
Gisagara,Cooking Banana,2015,Season B,307.5,20.100815217391304,14947.59
Gisagara,Cooking Banana,2016,Season A,406.2,20.50494505494505,6126.77
Gisagara,Cooking Banana,2016,Season B,273.7,20.38451086956522,14070.33
Gisagara,Cooking Banana,2017,Season A,425.2,20.831491712707184,6008.92
Gisagara,Cooking Banana,2017,Season B,307.5,20.61603260869565,13941.28
Gisagara,Cooking Banana,2018,Season A,488.8,20.381767955801102,6470.27
Gisagara,Cooking Banana,2018,Season B,522.5,19.725271739130434,18382.93
Gisagara,Cooking Banana,2019,Season A,735.5,20.47513812154696,7466.97
Gisagara,Cooking Banana,2019,Season B,355.5,20.47445652173913,15347.59
Gisagara,Cooking Banana,2020,Season A,669.5,20.662087912087912,7202.07
Gisagara,Cooking Banana,2020,Season B,462.0,20.785326086956523,16573.63
Gisagara,Cooking Banana,2021,Season A,570.0,20.552486187845304,6694.57
Gisagara,Cooking Banana,2021,Season B,428.5,20.03125,16532.9
Gisagara,Dessert banana,2015,Season A,424.2,20.2207182320442,6539.34
Gisagara,Dessert banana,2015,Season B,307.5,20.100815217391304,8736.15
Gisagara,Dessert banana,2016,Season A,406.2,20.50494505494505,6187.7
Gisagara,Dessert banana,2016,Season B,273.7,20.38451086956522,8225.93
Gisagara,Dessert banana,2017,Season A,425.2,20.831491712707184,6268.65
Gisagara,Dessert banana,2017,Season B,307.5,20.61603260869565,8161.91
Gisagara,Dessert banana,2018,Season A,488.8,20.381767955801102,6876.26
Gisagara,Dessert banana,2018,Season B,522.5,19.725271739130434,10841.02
Gisagara,Dessert banana,2019,Season A,735.5,20.47513812154696,8075.69
Gisagara,Dessert banana,2019,Season B,355.5,20.47445652173913,8937.89
Gisagara,Dessert banana,2020,Season A,669.5,20.662087912087912,7501.12
Gisagara,Dessert banana,2020,Season B,462.0,20.785326086956523,9631.6
Gisagara,Dessert banana,2021,Season A,570.0,20.552486187845304,7159.52
Gisagara,Dessert banana,2021,Season B,428.5,20.03125,9810.9
Gisagara,Ground nuts,2015,Season A,424.2,20.2207182320442,362.76
Gisagara,Ground nuts,2015,Season B,307.5,20.100815217391304,377.43
Gisagara,Ground nuts,2016,Season A,406.2,20.50494505494505,340.65
Gisagara,Ground nuts,2016,Season B,273.7,20.38451086956522,346.73
Gisagara,Ground nuts,2017,Season A,425.2,20.831491712707184,347.87
Gisagara,Ground nuts,2017,Season B,307.5,20.61603260869565,364.76
Gisagara,Ground nuts,2018,Season A,488.8,20.381767955801102,363.08
Gisagara,Ground nuts,2018,Season B,522.5,19.725271739130434,480.69
Gisagara,Ground nuts,2019,Season A,735.5,20.47513812154696,441.3
Gisagara,Ground nuts,2019,Season B,355.5,20.47445652173913,388.99
Gisagara,Ground nuts,2020,Season A,669.5,20.662087912087912,408.07
Gisagara,Ground nuts,2020,Season B,462.0,20.785326086956523,409.48
Gisagara,Ground nuts,2021,Season A,570.0,20.552486187845304,383.02
Gisagara,Ground nuts,2021,Season B,428.5,20.03125,432.47
Gisagara,Irish potatoes,2015,Season A,424.2,20.2207182320442,2514.21
Gisagara,Irish potatoes,2015,Season B,307.5,20.100815217391304,2208.81
Gisagara,Irish potatoes,2016,Season A,406.2,20.50494505494505,2405.75
Gisagara,Irish potatoes,2016,Season B,273.7,20.38451086956522,2117.45
Gisagara,Irish potatoes,2017,Season A,425.2,20.831491712707184,2453.6
Gisagara,Irish potatoes,2017,Season B,307.5,20.61603260869565,2154.33
Gisagara,Irish potatoes,2018,Season A,488.8,20.381767955801102,2601.3
Gisagara,Irish potatoes,2018,Season B,522.5,19.725271739130434,2829.03
Gisagara,Irish potatoes,2019,Season A,735.5,20.47513812154696,3077.25
Gisagara,Irish potatoes,2019,Season B,355.5,20.47445652173913,2304.81
Gisagara,Irish potatoes,2020,Season A,669.5,20.662087912087912,2906.54
Gisagara,Irish potatoes,2020,Season B,462.0,20.785326086956523,2496.99
Gisagara,Irish potatoes,2021,Season A,570.0,20.552486187845304,2747.41
Gisagara,Irish potatoes,2021,Season B,428.5,20.03125,2564.25
Gisagara,Maize,2015,Season A,424.2,20.2207182320442,1727.15
Gisagara,Maize,2015,Season B,307.5,20.100815217391304,927.45
Gisagara,Maize,2016,Season A,406.2,20.50494505494505,1714.6
Gisagara,Maize,2016,Season B,273.7,20.38451086956522,895.09
Gisagara,Maize,2017,Season A,425.2,20.831491712707184,1701.62
Gisagara,Maize,2017,Season B,307.5,20.61603260869565,908.7
Gisagara,Maize,2018,Season A,488.8,20.381767955801102,1790.58
Gisagara,Maize,2018,Season B,522.5,19.725271739130434,1179.57
Gisagara,Maize,2019,Season A,735.5,20.47513812154696,2135.84
Gisagara,Maize,2019,Season B,355.5,20.47445652173913,968.25
Gisagara,Maize,2020,Season A,669.5,20.662087912087912,1987.35
Gisagara,Maize,2020,Season B,462.0,20.785326086956523,1028.12
Gisagara,Maize,2021,Season A,570.0,20.552486187845304,1930.46
Gisagara,Maize,2021,Season B,428.5,20.03125,1043.84
Gisagara,Paddy rice,2015,Season A,424.2,20.2207182320442,3921.81
Gisagara,Paddy rice,2015,Season B,307.5,20.100815217391304,3075.8
Gisagara,Paddy rice,2016,Season A,406.2,20.50494505494505,3719.77
Gisagara,Paddy rice,2016,Season B,273.7,20.38451086956522,2930.25
Gisagara,Paddy rice,2017,Season A,425.2,20.831491712707184,3739.9
Gisagara,Paddy rice,2017,Season B,307.5,20.61603260869565,2969.39
Gisagara,Paddy rice,2018,Season A,488.8,20.381767955801102,4119.94
Gisagara,Paddy rice,2018,Season B,522.5,19.725271739130434,3959.17
Gisagara,Paddy rice,2019,Season A,735.5,20.47513812154696,4869.52
Gisagara,Paddy rice,2019,Season B,355.5,20.47445652173913,3231.04
Gisagara,Paddy rice,2020,Season A,669.5,20.662087912087912,4525.38
Gisagara,Paddy rice,2020,Season B,462.0,20.785326086956523,3409.56
Gisagara,Paddy rice,2021,Season A,570.0,20.552486187845304,4324.94
Gisagara,Paddy rice,2021,Season B,428.5,20.03125,3557.4
Gisagara,Peas,2015,Season A,424.2,20.2207182320442,861.26
Gisagara,Peas,2015,Season B,307.5,20.100815217391304,507.58
Gisagara,Peas,2016,Season A,406.2,20.50494505494505,827.58
Gisagara,Peas,2016,Season B,273.7,20.38451086956522,469.69
Gisagara,Peas,2017,Season A,425.2,20.831491712707184,807.29
Gisagara,Peas,2017,Season B,307.5,20.61603260869565,475.37
Gisagara,Peas,2018,Season A,488.8,20.381767955801102,874.34
Gisagara,Peas,2018,Season B,522.5,19.725271739130434,624.1
Gisagara,Peas,2019,Season A,735.5,20.47513812154696,1033.81
Gisagara,Peas,2019,Season B,355.5,20.47445652173913,499.56
Gisagara,Peas,2020,Season A,669.5,20.662087912087912,991.0
Gisagara,Peas,2020,Season B,462.0,20.785326086956523,559.13
Gisagara,Peas,2021,Season A,570.0,20.552486187845304,909.01
Gisagara,Peas,2021,Season B,428.5,20.03125,568.35
Gisagara,Sorghum,2015,Season A,424.2,20.2207182320442,694.95
Gisagara,Sorghum,2015,Season B,307.5,20.100815217391304,743.99
Gisagara,Sorghum,2016,Season A,406.2,20.50494505494505,674.15
Gisagara,Sorghum,2016,Season B,273.7,20.38451086956522,673.82
Gisagara,Sorghum,2017,Season A,425.2,20.831491712707184,672.35
Gisagara,Sorghum,2017,Season B,307.5,20.61603260869565,702.58
Gisagara,Sorghum,2018,Season A,488.8,20.381767955801102,722.55
Gisagara,Sorghum,2018,Season B,522.5,19.725271739130434,917.14
Gisagara,Sorghum,2019,Season A,735.5,20.47513812154696,849.92
Gisagara,Sorghum,2019,Season B,355.5,20.47445652173913,753.3
Gisagara,Sorghum,2020,Season A,669.5,20.662087912087912,814.16
Gisagara,Sorghum,2020,Season B,462.0,20.785326086956523,815.01
Gisagara,Sorghum,2021,Season A,570.0,20.552486187845304,754.75
Gisagara,Sorghum,2021,Season B,428.5,20.03125,842.04
Gisagara,Soya beans,2015,Season A,424.2,20.2207182320442,493.13
Gisagara,Soya beans,2015,Season B,307.5,20.100815217391304,366.89
Gisagara,Soya beans,2016,Season A,406.2,20.50494505494505,462.76
Gisagara,Soya beans,2016,Season B,273.7,20.38451086956522,342.28
Gisagara,Soya beans,2017,Season A,425.2,20.831491712707184,467.79
Gisagara,Soya beans,2017,Season B,307.5,20.61603260869565,345.41
Gisagara,Soya beans,2018,Season A,488.8,20.381767955801102,500.21
Gisagara,Soya beans,2018,Season B,522.5,19.725271739130434,456.77
Gisagara,Soya beans,2019,Season A,735.5,20.47513812154696,604.58
Gisagara,Soya beans,2019,Season B,355.5,20.47445652173913,375.57
Gisagara,Soya beans,2020,Season A,669.5,20.662087912087912,570.82
Gisagara,Soya beans,2020,Season B,462.0,20.785326086956523,408.51
Gisagara,Soya beans,2021,Season A,570.0,20.552486187845304,523.39
Gisagara,Soya beans,2021,Season B,428.5,20.03125,415.6
Gisagara,Sweet potatoes,2015,Season A,424.2,20.2207182320442,5377.17
Gisagara,Sweet potatoes,2015,Season B,307.5,20.100815217391304,4741.85
Gisagara,Sweet potatoes,2016,Season A,406.2,20.50494505494505,5310.49
Gisagara,Sweet potatoes,2016,Season B,273.7,20.38451086956522,4500.02
Gisagara,Sweet potatoes,2017,Season A,425.2,20.831491712707184,5227.69
Gisagara,Sweet potatoes,2017,Season B,307.5,20.61603260869565,4584.0
Gisagara,Sweet potatoes,2018,Season A,488.8,20.381767955801102,5656.18
Gisagara,Sweet potatoes,2018,Season B,522.5,19.725271739130434,6023.87
Gisagara,Sweet potatoes,2019,Season A,735.5,20.47513812154696,6526.35
Gisagara,Sweet potatoes,2019,Season B,355.5,20.47445652173913,4761.48
Gisagara,Sweet potatoes,2020,Season A,669.5,20.662087912087912,6339.57
Gisagara,Sweet potatoes,2020,Season B,462.0,20.785326086956523,5196.08
Gisagara,Sweet potatoes,2021,Season A,570.0,20.552486187845304,5886.82
Gisagara,Sweet potatoes,2021,Season B,428.5,20.03125,5419.48
Gisagara,Yams & Taro,2015,Season A,424.2,20.2207182320442,8687.22
Gisagara,Yams & Taro,2015,Season B,307.5,20.100815217391304,3147.59
Gisagara,Yams & Taro,2016,Season A,406.2,20.50494505494505,8413.24
Gisagara,Yams & Taro,2016,Season B,273.7,20.38451086956522,3054.86
Gisagara,Yams & Taro,2017,Season A,425.2,20.831491712707184,8221.66
Gisagara,Yams & Taro,2017,Season B,307.5,20.61603260869565,3067.74
Gisagara,Yams & Taro,2018,Season A,488.8,20.381767955801102,9055.69
Gisagara,Yams & Taro,2018,Season B,522.5,19.725271739130434,4012.54
Gisagara,Yams & Taro,2019,Season A,735.5,20.47513812154696,10643.91
Gisagara,Yams & Taro,2019,Season B,355.5,20.47445652173913,3213.24
Gisagara,Yams & Taro,2020,Season A,669.5,20.662087912087912,10111.87
Gisagara,Yams & Taro,2020,Season B,462.0,20.785326086956523,3484.86
Gisagara,Yams & Taro,2021,Season A,570.0,20.552486187845304,9232.9
Gisagara,Yams & Taro,2021,Season B,428.5,20.03125,3606.83
Huye,Banana for beer,2015,Season A,424.2,18.484806629834253,9887.52
Huye,Banana for beer,2015,Season B,307.5,18.45815217391305,7529.23
Huye,Banana for beer,2016,Season A,406.2,18.827472527472526,9329.87
Huye,Banana for beer,2016,Season B,273.7,18.826630434782608,7028.36
Huye,Banana for beer,2017,Season A,455.2,19.21132596685083,9328.49
Huye,Banana for beer,2017,Season B,359.4,19.14375,7438.67
Huye,Banana for beer,2018,Season A,643.1,18.70414364640884,11026.1
Huye,Banana for beer,2018,Season B,648.9,18.21929347826087,10015.1
Huye,Banana for beer,2019,Season A,954.6,18.770441988950274,13315.05
Huye,Banana for beer,2019,Season B,476.8,18.867934782608696,8593.04
Huye,Banana for beer,2020,Season A,746.9,18.892032967032968,11853.68
Huye,Banana for beer,2020,Season B,565.3,19.188315217391303,8907.36
Huye,Banana for beer,2021,Season A,683.9,18.87375690607735,11141.55
Huye,Banana for beer,2021,Season B,476.2,18.60271739130435,8718.29
Huye,Bananas,2015,Season A,424.2,18.484806629834253,9109.96
Huye,Bananas,2015,Season B,307.5,18.45815217391305,8623.62
Huye,Bananas,2016,Season A,406.2,18.827472527472526,8874.86
Huye,Bananas,2016,Season B,273.7,18.826630434782608,7880.78
Huye,Bananas,2017,Season A,455.2,19.21132596685083,8850.68
Huye,Bananas,2017,Season B,359.4,19.14375,8352.84
Huye,Bananas,2018,Season A,643.1,18.70414364640884,10249.54
Huye,Bananas,2018,Season B,648.9,18.21929347826087,11628.36
Huye,Bananas,2019,Season A,954.6,18.770441988950274,11855.67
Huye,Bananas,2019,Season B,476.8,18.867934782608696,9683.69
Huye,Bananas,2020,Season A,746.9,18.892032967032968,10623.45
Huye,Bananas,2020,Season B,565.3,19.188315217391303,10045.49
Huye,Bananas,2021,Season A,683.9,18.87375690607735,10121.94
Huye,Bananas,2021,Season B,476.2,18.60271739130435,9681.41
Huye,Beans,2015,Season B,307.5,18.45815217391305,592.68
Huye,Beans,2016,Season B,273.7,18.826630434782608,559.97
Huye,Beans,2017,Season B,359.4,19.14375,583.8
Huye,Beans,2018,Season B,648.9,18.21929347826087,815.58
Huye,Beans,2019,Season B,476.8,18.867934782608696,665.49
Huye,Beans,2020,Season B,565.3,19.188315217391303,704.52
Huye,Beans,2021,Season B,476.2,18.60271739130435,687.17
Huye,Bush bean,2015,Season A,424.2,18.484806629834253,548.24
Huye,Bush bean,2015,Season B,307.5,18.45815217391305,561.33
Huye,Bush bean,2016,Season A,406.2,18.827472527472526,545.78
Huye,Bush bean,2016,Season B,273.7,18.826630434782608,518.86
Huye,Bush bean,2017,Season A,455.2,19.21132596685083,523.88
Huye,Bush bean,2017,Season B,359.4,19.14375,555.35
Huye,Bush bean,2018,Season A,643.1,18.70414364640884,640.42
Huye,Bush bean,2018,Season B,648.9,18.21929347826087,738.18
Huye,Bush bean,2019,Season A,954.6,18.770441988950274,730.45
Huye,Bush bean,2019,Season B,476.8,18.867934782608696,621.01
Huye,Bush bean,2020,Season A,746.9,18.892032967032968,650.19
Huye,Bush bean,2020,Season B,565.3,19.188315217391303,659.42
Huye,Bush bean,2021,Season A,683.9,18.87375690607735,645.81
Huye,Bush bean,2021,Season B,476.2,18.60271739130435,629.25
Huye,Cassava,2015,Season A,424.2,18.484806629834253,16167.15
Huye,Cassava,2015,Season B,307.5,18.45815217391305,16508.51
Huye,Cassava,2016,Season A,406.2,18.827472527472526,16031.46
Huye,Cassava,2016,Season B,273.7,18.826630434782608,15363.19
Huye,Cassava,2017,Season A,455.2,19.21132596685083,15449.77
Huye,Cassava,2017,Season B,359.4,19.14375,15915.59
Huye,Cassava,2018,Season A,643.1,18.70414364640884,18198.07
Huye,Cassava,2018,Season B,648.9,18.21929347826087,22004.74
Huye,Cassava,2019,Season A,954.6,18.770441988950274,21533.13
Huye,Cassava,2019,Season B,476.8,18.867934782608696,18236.79
Huye,Cassava,2020,Season A,746.9,18.892032967032968,19449.97
Huye,Cassava,2020,Season B,565.3,19.188315217391303,18995.36
Huye,Cassava,2021,Season A,683.9,18.87375690607735,19025.14
Huye,Cassava,2021,Season B,476.2,18.60271739130435,18287.53
Huye,Climbing bean,2015,Season A,424.2,18.484806629834253,594.87
Huye,Climbing bean,2015,Season B,307.5,18.45815217391305,684.29
Huye,Climbing bean,2016,Season A,406.2,18.827472527472526,561.55
Huye,Climbing bean,2016,Season B,273.7,18.826630434782608,642.44
Huye,Climbing bean,2017,Season A,455.2,19.21132596685083,558.15
Huye,Climbing bean,2017,Season B,359.4,19.14375,669.34
Huye,Climbing bean,2018,Season A,643.1,18.70414364640884,670.15
Huye,Climbing bean,2018,Season B,648.9,18.21929347826087,899.71
Huye,Climbing bean,2019,Season A,954.6,18.770441988950274,791.93
Huye,Climbing bean,2019,Season B,476.8,18.867934782608696,769.75
Huye,Climbing bean,2020,Season A,746.9,18.892032967032968,713.6
Huye,Climbing bean,2020,Season B,565.3,19.188315217391303,787.25
Huye,Climbing bean,2021,Season A,683.9,18.87375690607735,678.91
Huye,Climbing bean,2021,Season B,476.2,18.60271739130435,786.99
Huye,Cooking Banana,2015,Season A,424.2,18.484806629834253,8790.97
Huye,Cooking Banana,2015,Season B,307.5,18.45815217391305,10499.63
Huye,Cooking Banana,2016,Season A,406.2,18.827472527472526,8560.96
Huye,Cooking Banana,2016,Season B,273.7,18.826630434782608,10064.12
Huye,Cooking Banana,2017,Season A,455.2,19.21132596685083,8497.56
Huye,Cooking Banana,2017,Season B,359.4,19.14375,10553.59
Huye,Cooking Banana,2018,Season A,643.1,18.70414364640884,10172.16
Huye,Cooking Banana,2018,Season B,648.9,18.21929347826087,14536.38
Huye,Cooking Banana,2019,Season A,954.6,18.770441988950274,12039.24
Huye,Cooking Banana,2019,Season B,476.8,18.867934782608696,12224.37
Huye,Cooking Banana,2020,Season A,746.9,18.892032967032968,10576.96
Huye,Cooking Banana,2020,Season B,565.3,19.188315217391303,12796.07
Huye,Cooking Banana,2021,Season A,683.9,18.87375690607735,10311.04
Huye,Cooking Banana,2021,Season B,476.2,18.60271739130435,12113.93
Huye,Dessert banana,2015,Season A,424.2,18.484806629834253,7495.93
Huye,Dessert banana,2015,Season B,307.5,18.45815217391305,8970.38
Huye,Dessert banana,2016,Season A,406.2,18.827472527472526,7057.66
Huye,Dessert banana,2016,Season B,273.7,18.826630434782608,8386.57
Huye,Dessert banana,2017,Season A,455.2,19.21132596685083,7214.22
Huye,Dessert banana,2017,Season B,359.4,19.14375,8815.58
Huye,Dessert banana,2018,Season A,643.1,18.70414364640884,8407.21
Huye,Dessert banana,2018,Season B,648.9,18.21929347826087,11874.11
Huye,Dessert banana,2019,Season A,954.6,18.770441988950274,9859.2
Huye,Dessert banana,2019,Season B,476.8,18.867934782608696,9829.12
Huye,Dessert banana,2020,Season A,746.9,18.892032967032968,8751.01
Huye,Dessert banana,2020,Season B,565.3,19.188315217391303,10417.95
Huye,Dessert banana,2021,Season A,683.9,18.87375690607735,8409.91
Huye,Dessert banana,2021,Season B,476.2,18.60271739130435,9941.76
Huye,Ground nuts,2015,Season A,424.2,18.484806629834253,374.92
Huye,Ground nuts,2015,Season B,307.5,18.45815217391305,410.96
Huye,Ground nuts,2016,Season A,406.2,18.827472527472526,361.91
Huye,Ground nuts,2016,Season B,273.7,18.826630434782608,395.6
Huye,Ground nuts,2017,Season A,455.2,19.21132596685083,364.36
Huye,Ground nuts,2017,Season B,359.4,19.14375,417.45
Huye,Ground nuts,2018,Season A,643.1,18.70414364640884,422.38
Huye,Ground nuts,2018,Season B,648.9,18.21929347826087,562.51
Huye,Ground nuts,2019,Season A,954.6,18.770441988950274,490.52
Huye,Ground nuts,2019,Season B,476.8,18.867934782608696,471.98
Huye,Ground nuts,2020,Season A,746.9,18.892032967032968,443.15
Huye,Ground nuts,2020,Season B,565.3,19.188315217391303,497.58
Huye,Ground nuts,2021,Season A,683.9,18.87375690607735,432.74
Huye,Ground nuts,2021,Season B,476.2,18.60271739130435,477.69
Huye,Irish potatoes,2015,Season A,424.2,18.484806629834253,3117.87
Huye,Irish potatoes,2015,Season B,307.5,18.45815217391305,2858.81
Huye,Irish potatoes,2016,Season A,406.2,18.827472527472526,3087.49
Huye,Irish potatoes,2016,Season B,273.7,18.826630434782608,2623.41
Huye,Irish potatoes,2017,Season A,455.2,19.21132596685083,3114.29
Huye,Irish potatoes,2017,Season B,359.4,19.14375,2822.43
Huye,Irish potatoes,2018,Season A,643.1,18.70414364640884,3597.56
Huye,Irish potatoes,2018,Season B,648.9,18.21929347826087,3797.64
Huye,Irish potatoes,2019,Season A,954.6,18.770441988950274,4212.06
Huye,Irish potatoes,2019,Season B,476.8,18.867934782608696,3166.68
Huye,Irish potatoes,2020,Season A,746.9,18.892032967032968,3713.34
Huye,Irish potatoes,2020,Season B,565.3,19.188315217391303,3362.64
Huye,Irish potatoes,2021,Season A,683.9,18.87375690607735,3563.36
Huye,Irish potatoes,2021,Season B,476.2,18.60271739130435,3208.1
Huye,Maize,2015,Season A,424.2,18.484806629834253,1375.45
